company_name,ticker,cik,filing_type,filing_date,filing_url,Checked,snippet_text_short,KPI_CURRENT_VALUE,KPI_TREND,KPI_HISTORICAL_COMPARISON,TARGET_OUTLOOK,NPS_GOAL_REACHED,METHODOLOGY_DEFINITION,QUALITATIVE_ONLY,has_numeric_nps,nps_value_fix,nps_competition_industry,nps_value_over,nps_value_below,nps_goal_value,nps_goal_change
CAMPBELL SOUP CO,CPB,16732.0,EX-99.1,2023-08-07,https://sec.gov/Archives/edgar/data/0000016732/000095010323011620/dp198090_ex9901.htm,,"l for further cost synergy opportunities as the business scales within our Supply Chain 1 Third - party A&U Study from January 2021 ; 2 Circana MULO CY2022 and comparable CY2019 $ consumption as of reporting w/e 7/23/23 9 Great Tasting Products and a Track Record of Strong Performance Provides Optionality • 5% $ Consumption CY 2019 - 22 CAGR 1 with strong, sustainable profitability • Strong leadership in place to operate as an attractive, easily separatable business while Campbell’s evaluates strategic options • High - quality ingredients sourced from local Colorado farms • One of the highest Net Promoter Scores in the yogurt category 2 • <10% HHP demonstrates significant whitespace 3 • Expanding into new categories through innovation . 1 Circana MULO CY2022 and comparable CY2019 $ consumption as of reporting w/e 7/23/23; 2 Source: Third party A&U Study from November 2022; 3 Circana Panel data, MULO L52W as of 7/2/2023 10 Compelling Strategic Rationale for Acquisition Attractive Sustainable Profitable Growth Accelerates Campbell’s Focused Strategic Plan Multi - dimensional Value Creation & 1 2 3 11 Multi - dimensional Value Creation 1 • U nlocks significant value through strong and sustainable growt",0,0,0,0,0,1,0,0,,,,,,
MILLICOM INTERNATIONAL CELLULAR SA,"TIGO, MLCMF",912958.0,CORRESP,2023-11-17,https://sec.gov/Archives/edgar/data/0000912958/000095010323016423/filename1.htm,,"The typical monthly report reviewed by the CODM is focused on Group Segment information. Some operational information with respect to the country operations are also provided as complementary information, however, the CODM does not use that information to assess performance and allocate resources, for the following reasons: - CODM predominantly reviews some Segment’s financial performance and main KPIs, including Honduras as fully consolidated. - CODM reviews commercials KPIs on a segment basis, such as net promoter score, commercial performance overview, etc., - CODM reviews the technical (Factory) aspects, such as CAPEX execution, savings, and reallocations across operations, network OPEX execution and performance. - The CODM only reviews detailed financial information from below the Group Segment on an exceptional basis e.g. in case of an unusual transaction, new material agreement, etc.",0,0,0,0,0,0,1,0,,,,,,
"Sweetgreen, Inc.",SG,1477815.0,DRSLTR,2021-10-07,https://sec.gov/Archives/edgar/data/0001477815/000095012321012958/filename1.htm,,"4. Cover Page 1. We note your graphic prominently showing your number of restaurants, average unit volume, revenue CAGR, restaurant-level profit margin, total digital revenue, net promoter score, and active customers. We also note that in the footnotes to this graphic, you indicate that some of this information is from fiscal 2019. Please update this graphic to reflect more current metrics, for fiscal 2020 or the most recent interim period presented in your filing, or remove the graphic from your filing.",0,0,0,0,0,0,1,0,,,,,,
"CareMax, Inc.","CMAX, CMAXW",1813914.0,EX-99.1,2022-01-13,https://sec.gov/Archives/edgar/data/0001813914/000095017022000294/cmax-ex99_1.htm,,"wth, de novo center openings, and opportunistic and accretive acquisitions3 Founding Vision Regional Scale National Expansion Vertically integrated care model with in-house specialty network Our Unique Approach Represents Proven Model for Future of VBC Proven track record managing dual eligibles Community approach to care management Long-term strategic relationships Purpose built technology platform Our comprehensive whole person health model delivers best-in-class member outcomes through high-touch, preventative primary care We have a track record of quality patient experience with a Patient Net Promoter Score of 96.7 Our community-focused model delivers a local clinical care approach Multi-pronged growth strategy built for long-term growth driven by de novo openings, strategic relationships, and opportunistic M&A Our proprietary, provider-agnostic technology platform is utilized by 20,000+ providers across the U.S. Our Medical Center Footprint and Medicare Advantage Membership Have Scaled Quickly Medical Centers Medicare Advantage Members ~7.5x ~10x The CareMax Model CareMax Operates in the Fastest Growing Segment of the Large and Underpenetrated Medicare Advantage Market Centers for Medicare and",1,0,0,0,0,0,0,1,96.7,,,,,
"DESTINATION XL GROUP, INC.",DXLG,813298.0,EX-99.1,2022-03-22,https://sec.gov/Archives/edgar/data/0000813298/000095017022004262/dxlg-ex99_1.htm,,"rsonalization and digital engagement Increased engagement in key digital channels, including the DXL Mobile App Invested in incremental and opportunistic digital and CRM marketing initiatives through fiscal 2021, continuing in fiscal 2022 Positioned to increase market share through focused new customer acquisition strategies and tactics leveraging Digital to enhance profitability Digital transformation initiatives have successfully positioned DXLG as a customer-obsessed omnichannel organization 55% DXL.com sales growth (FY’21 vs. FY’19) 27% Growth in new-to-file customers (FY’21 vs. FY’19) 74 Net promoter score* 59% Increase in active mobile users (FY’21 vs. FY’19) 300 bps Increase in merchandise margin (FY’21 vs. FY’19) 64% Increase in mobile downloads (FY’21 vs.",1,1,1,0,0,0,0,1,74.0,,,,,
"Vroom, Inc.",VRM,1580864.0,EX-99.2,2023-11-07,https://sec.gov/Archives/edgar/data/0001580864/000095017023060242/vrm-ex99_2.htm,,"locity and optimize flow Optimize sales channels by selective in sourcing and digitization Streamline and digitize title and registration process  ~18% improvement in all-in logistics cost per unit(2); ~$40M reduction annualized      Increased utilization of Vroom fleet for vehicle pickups and deliveries, with a path to be at 90% by end of year ~$85M reduction of cash in inventory ~24% improvement in inventory turns; ~$295M reduction in inventory balance ~$292.5M reduction in the face value of our long-term debt Completed in-sourcing of selling function in 2023  80 point improvement in net promoter score for customer sales  ·   Significant progress on best-in-class title and registration operations via automation and digitization During 2022, we introduced our Digital Title Vault and focused on significantly improving titling and registration ~46% improvement in titling, registration and support cost per unit(3); ~$78M reduction annualized 99.7% of customers received their registration before the expiration of their initial temporary tag in September 2023 Recently announced partnership with West Virginia DMV on innovative digital title registration program, streamlining the process and red",0,1,0,0,0,0,0,0,,,,,,
"DESTINATION XL GROUP, INC.",DXLG,813298.0,EX-99.1,2023-11-17,https://sec.gov/Archives/edgar/data/0000813298/000095017023064644/dxlg-ex99_1.htm,,"llion of cash, and over $150 million of stockholders' equity, which provides a greater opportunity to invest and drive our strategic initiatives, which include opening productive new stores, deploying a new web platform, launching a brand awareness campaign, and pursuing greater exclusive merchandise collaborations and alliances,” said Harvey Kanter, President, and Chief Executive Officer. ""As we look forward to fiscal 2024, we need to drive share of voice, build greater awareness, and generate trial. We know if consumers experience DXL, given our conversion, repeat rates, Lifetime Value, and net promoter scores, we will win and grow market share. That being said, we will be both pragmatic and thoughtful about the investments we make in the context of market challenges. We will determine appropriate investment levels as the landscape becomes clearer.",0,0,0,0,0,0,1,0,,,,,,
"Leslie's, Inc.",LESL,1821806.0,EX-99.1,2023-11-28,https://sec.gov/Archives/edgar/data/0001821806/000095017023066409/lesl-ex99_1.htm,,"Mike Egeck, Chief Executive Officer said, “Following three years of unprecedented growth, the pool industry and Leslie’s faced multiple transitory headwinds in 2023 that impacted our financial results through the fiscal fourth quarter. Despite these impacts, we continued to deliver exceptional service to our customers. In 2023, brand awareness, in stock service levels and corresponding net promoter scores were at all-time highs. In addition, our Pool Perks® loyalty program grew, customer lifetime value increased and we continued to gain market share, all of which are a testament to the focus and execution of our team members.” Mr. Egeck continued, “Looking forward, the fundamental advantages of the after-market pool-care industry remain intact, as do our competitive advantages.",0,1,0,0,0,0,0,0,,,,,,
"Vroom, Inc.",VRM,1580864.0,EX-99.2,2024-03-13,https://sec.gov/Archives/edgar/data/0001580864/000095017024030755/vrm-ex99_2.htm,,"cost slower than revenue  Achieved Ecommerce GPPU of $4,742 in Q4-23 and $4,206 in Q3-22 ~18% improvement in all-in logistics cost per unit(2); ~$40M reduction annualized (Q2-22 to Q3-23) Increased utilization of Vroom fleet for vehicle pickups and deliveries moved from 30% in Q1-22 to 71% in Q4-23 ~$101M reduction of cash in inventory (Q2-22 to Q4-23) ~53% improvement in inventory turns; ~$373M reduction in inventory balance (Q2-22 to Q4-23) ~$334.5M reduction in the face value of our long-term debt (Q2-22 to Q4-23) Completed in-sourcing of selling function in 2023 ⚫80-point improvement in net promoter score for customer sales (Q1-22 to Q4-23) Significant progress on best-in-class title and registration operations via automation and digitization and our Digital Title Vault with ~49% improvement in titling, registration and support cost per unit(3); ~$78M reduction annualized (Q2-22 to Q4-23) 99.7% of customers received their registration before the expiration of their initial temporary tag in December 2023 Partnership with West Virginia DMV on innovative digital title registration program, streamlining the process and reducing lead times ~$41M annualized reduction in marketing spend (Q2-22 to Q4-",0,1,0,0,0,0,0,0,,,,,,
PETMED EXPRESS INC,PETS,1040130.0,EX-99.1,2023-01-19,https://sec.gov/Archives/edgar/data/0001040130/000104013023000007/petsinvestordayfinal.htm,,"Prior to that, she was Vice President of Finance at Rosetta Stone. Chambers also has served as Deputy Director, Budget and Planning at the Bill & Melinda Gates Foundation. 4 Analyst Day Agenda Vision: Introductions PetMeds 1.0 - Legacy Business PetMeds 2.0 - Wellness from Nose to Tail Market Opportunity Transaction Summary Financial Overview Summary 5 PetMeds 1.0 Vision: 2+ 81 39% Expert Online Pet Pharmacy Net Promoter Score of 81 Strong Balance Sheet 2+ Million Unique Customers Loyal Customer Base Growing AutoShip & Save Subscriber Base • Established, widely known & trusted brand • Strong customer loyalty • Category expertise • 70,000+ Veterinarian & vet clinics • 17,000 using online portal • Strong supplier relationships • Operational and quality efficiency • Differentiated, focused provider Leveraging our Key Assets 6 Reinventing PetMeds Vision: New Management Team New Pet Health Expert Strategy Increased Autoship to 39% Added Telemedicine with Vetster partnership PetCareRx acquisitionStabilized Revenue",1,0,0,0,0,0,0,1,81.0,,,,,
Aspirational Consumer Lifestyle Corp.,"UP, WSUPW",1819516.0,425,2021-02-02,https://sec.gov/Archives/edgar/data/0001819516/000110465921010405/tm214922d1_425.htm,,"upwards from here; Back to you, Kenny.: While the future at Wheels Up is exciting, we take great pride in how we've gotten here and what we've achieved to date; In just seven years, Wheels Up has become a market leader and one of the largest players in our industry; We've had strong year-over-year growth since inception with close to $700 million of revenue in 2020 and we expect to do between $900 million and $1 billion of revenue in 2021; We are the number one provider in on-demand Part 135 aviation—which covers all of charter; We have more than 11,000 active users across whom we register a net promoter score of 87 for our flight experience, up there with any of the world's most iconic brands; And, of course, we are particularly proud of our blue-chip investor group which includes T; Rowe Price, Fidelity, Franklin, NEA, and, of course, Delta Airlines—all of whom have been, and continue to be, incredibly supportive. [/TABLE]. Page 3 of 12 Wheels Up/Aspirational Consumer Lifestyle NetRoadshow IMPORTANT STRATEGIC TRANSACTIONS HAVE TRANSFORMED WHEELS UP In the last two years, we've done five highly strategic acquisitions starting with Travel Management, the largest floating fleet of light jets in Amer",1,0,0,0,0,0,0,1,87.0,,,,,
LATAM AIRLINES GROUP S.A.,LTM,1047716.0,EX-99.1,2021-03-10,https://sec.gov/Archives/edgar/data/0001047716/000121390021014431/ea137338ex99-1_latamairlines.htm,x,"In 2020, we launched our e-business unit and renovated digital platform in Chile, Ecuador and Colombia, and was recently launched in Brazil, which seeks to reduce ticket purchase time, store client preferences and features automatic check-in, LATAM Wallet, among others. Additionally, customer experience continued to be a key driver of success, especially in light of the difficulties during the year. Due to improvements in the group’s on-time performance, crew care and service, and COVID-19 health measures, LATAM’s Net Promoter Score (a measure of customer satisfaction), reached 40 points versus 33 in 2019, its highest level since the group began measuring this indicator. In light of the worldwide health crisis, we continued efforts to strengthen our connection with the communities in the markets in which we operate through our program Avión Solidario (Solidarity Plane), which makes air transport available at no cost for specific actions that respond to natural disasters and environmental and health needs. During 2020 and the COVID-19 pandemic, the program took more of a protagonist role in both passenger and cargo operat",1,0,0,0,0,0,0,1,40.0,,,,,
"Accolade, Inc.",ACCD,1481646.0,EX-99.2,2021-04-23,https://sec.gov/Archives/edgar/data/0001481646/000110465921054550/tm2113903d1_ex99-2.htm,,"ding virtual primary care physicians and mental health experts will create a best-in-class care team available to help employees and their families access and navigate healthcare. Leader in personalized health and benefits Relationship-based clinical model that persists throughout care journeys Expanding platform of clinical programs that improve clinical outcomes and lower costs >9 million members >400 customers 4%-10% employer savings on HC spend Leader in virtual primary care Purpose-built, modern technology stack with primary care physician at center Outstanding customer satisfaction (90+ NPS) Mental health embedded with primary care Focus on physician quality – Top 50 medical schools and 15+ years of experience Management team that shares Accolade’s vision and values 11 Our mission is to help people live healthier, happier and longer lives. © 2021 PlushCare. All Rights Reserved About PlushCare Pioneering virtual primary care since 2014 Based in San Francisco, CA Operate in all 50 states Largest true virtual primary care group in US © 2021 PlushCare.",0,0,0,0,0,0,1,0,,,,,,
LATAM AIRLINES GROUP S.A.,LTM,1047716.0,EX-99.1,2021-05-07,https://sec.gov/Archives/edgar/data/0001047716/000121390021024964/ea140478ex99-1_latamairlines.htm,,"Key goals within the strategy’s framework include a carbon-neutral LATAM by 2050, zero landfill waste by 2027 and the protection of iconic ecosystems in South America. One of the most important announcements was the first stage of a plan for conservation and reforestation actions in iconic ecosystems in the region with the guidance of The Nature Conservancy (TNC). Finally, in spite of all of the operational challenges, the group noted record-high customer satisfaction levels of 56 points in March, measured by the Net Promoter Score (NPS) indicator, showing continued improvement from the previous highs reached at the end of 2020. Part of this increase in NPS is attributed to the group’s COVID-19 health measures, and in the same spirit, it is relevant to note that LATAM was recently recognized by APEX and Simpliflying for its health safety standards. It was awarded the Diamond category, which is the highest of its kind, and LATAM is the first Latin American airline group to meet this standard.",1,1,0,0,0,0,0,1,56.0,,,,,
UNITEDHEALTH GROUP INC,UNH,731766.0,DEFA14A,2021-05-28,https://sec.gov/Archives/edgar/data/0000731766/000110465921074024/tm2117944d1_defa14a.htm,,"This compensation, after more than two decades of service to the company, has no bearing on the nature or effectiveness of the company’s long-standing and continuing approach to executive compensation which deserves shareholders’ support again this year. Mr. Wichmann’s successful tenure as CEO focused on business growth and innovation, strategic capital deployment and significant advances in the Company’s net promoter score and employee satisfaction. His tenure included navigating the company through the complex operational challenges of the COVID-19 pandemic. During Mr.",0,0,0,0,0,0,0,0,,,,,,
MYT Netherlands Parent B.V.,MYTE,1831907.0,EX-99.1,2021-09-14,https://sec.gov/Archives/edgar/data/0001831907/000110465921115233/tm2127159d1_ex99-1.htm,,"stomers · Continued positive repurchase rates of new customer cohorts acquired in Q2 FY21 in Q4 FY21, as compared to Q2 FY20 in Q4 FY20 · Strong growth of number of Top Customers with 64% as well as average net sales per Top Customer in Q4 FY21 · New partnership with Vestiaire Collective offering a unique resale service for Mytheresa’s high-end luxury customers Consistent Strong Operational Performance: · Maintained business continuity across all operations with focus on health and well-being of all Mytheresa employees as top priority · Continued to have very high customer satisfaction with a Net Promoter Score of 85.6% in Q4 FY21 · Achieved strong gross profit margin based on high full-price sales and delivered stable operational cost margin trends in Q4 FY21 and for the full FY 2021 BUSINESS OUTLOOK For the full fiscal year ending June 30, 2022, we expect: · GMV in the range of €750 million to €770 million, representing a 22% to 25% growth · Active customer growth of 22% to 25%, enlarging the customer base to 820,000 to 845,000 active customers · Net Sales at €680 million to €700 million · Gross Profit at €345 million to €355 million, representing a 21% to 24% growth · Adjusted EBITDA margin at th",1,0,0,0,0,0,0,1,85.6,,,,,
MYT Netherlands Parent B.V.,MYTE,1831907.0,EX-99.2,2022-02-16,https://sec.gov/Archives/edgar/data/0001831907/000110465922024018/tm226636d1_ex99-2.htm,,"rates of newly acquired customer cohorts in Q2 FY22 · Strong growth of number of top customers with 39.6% in Q2 FY22 vs. Q2 FY21 as well as increase in average GMV per top customers with 2.3% in Q2 FY22 vs. Q2 FY21 · Launch of carbon offsetting option for our customers when ordering in addition to Mytheresa’s commitment to reach carbon neutrality with FY22 Consistent Strong Operational Performance: · Maintained business continuity in all operations with focus on health and well-being of all Mytheresa employees as top priority despite Omicron virus wave · Very high customer satisfaction with a Net Promoter Score of 82.2% in Q2 FY22 despite global shipping delays · Achieved strong gross profit margin with 53.4% in Q2 FY22 based on consistent focus on full-price business and sales from the CPM generating 100% gross margin · Start of construction of new warehouse at Leipzig Airport, Germany, with expected significant improvements in delivery times BUSINESS OUTLOOK For the full fiscal year ending June 30, 2022, we raise our previous guidance: · GMV in the range of €755 million to €775 million, representing a 23% to 26% growth (up from €750 million to €770 million, representing a 22% to 25% growth) · Net",1,0,0,0,0,0,0,1,82.2,,,,,
MYT Netherlands Parent B.V.,MYTE,1831907.0,EX-99.2,2022-05-10,https://sec.gov/Archives/edgar/data/0001831907/000110465922057809/tm2214745d1_ex99-2.htm,,"2 of customer cohorts acquired a year ago • Strong growth of number of top customers with 33.3% in FYTD22 vs. FYTD21 as well as an increase in average GMV per all customers of 4.4% in FYTD22 vs. FYTD21 • Successful growth of our exclusive resale service in partnership with Vestiaire Collective and expansion of the service to the UK and soon to the US Consistent Strong Operational Performance: • Maintained business continuity in all operations with focus on health and well-being of all Mytheresa employees as top priority despite Omicron virus wave in Germany • High customer satisfaction with a Net Promoter Score of 77.7% in Q3 FY22 – not as high as last year due to continued global shipping delays driven by workforce shortages due to COVID • Achieved strong Gross Profit Margin with 48.8% in Q3 FY22 based on continued focus on full-price business and increasing share of CPM generating 100% gross profit BUSINESS OUTLOOK For the full fiscal year ending June 30, 2022, we expect to achieve our guidance at the low-end of the given ranges: • GMV in the range of €755 million to €775 million, representing a 23% to 26% growth • Net sales at €700 million to €720 million • Gross profit at €350 million to €365 mi",1,0,0,0,0,0,0,1,77.7,,,,,
MYT Netherlands Parent B.V.,MYTE,1831907.0,EX-99.2,2022-11-08,https://sec.gov/Archives/edgar/data/0001831907/000110465922115588/tm2229872d1_ex99-2.htm,,"Q4 FY21 cohort in respective Q1 · Strong growth of number of top customers with 22.7% in Q1 FY23 vs. Q1 FY22 as well as an increase in average GMV per all customers of 6.5% in Q1 FY23 vs. Q1 FY22 underlining clear focus on quality of customer acquisitions Consistent Strong Operational Performance: · Maintained very high customer satisfaction with an industry-leading Net Promoter Score of 81.0% in Q1 FY23 · Achieved strong gross profit margin with 49.9% in Q1 FY23 based on continued focus on full-price business and increasing share of CPM which generates 100% gross profit with no cost of sales · Operational indicators in Q1 FY23 underlined resilience and adaptability of the Mytheresa business model despite challenging macro conditions · Published first ESG achievement report highlighting progress against defined ESG commitments BUSINESS OUTLOOK For the full fiscal year ending June 30, 2023, we confirm our previous guidance: · GMV in the range of €865 million to €910 million",1,1,1,0,0,0,0,1,81.0,,,,,
MYT Netherlands Parent B.V.,MYTE,1831907.0,EX-99.2,2023-02-23,https://sec.gov/Archives/edgar/data/0001831907/000110465923024443/tm237403d1_ex99-2.htm,,"wth: · LTM growth of active customers of 10.1% reaching 814,000 customers · Strong growth of number of top customers with +25.3% in Q2 FY23 vs. Q2 FY22 as well as an increase in average GMV per all customers of +1.9% in Q2 FY23 showing the quality of customer acquisitions · Solid number of first-time buyers in one quarter with over 120,000 new customers · Newly acquired Q3 FY22 customer cohorts show positive repurchase rates up to December compared to the cohort acquired in Q3 FY21 Consistent Strong Operational Performance: · Maintained very good customer satisfaction with an industry-leading Net Promoter Score of 79.5% in Q2 FY23 · Achieved strong Gross Profit margin with 54.8% in Q2 FY23 based on continued focus on full-price business and increasing share of CPM which generates 100% gross profit with no cost of sales · Operational indicators in Q2 FY23 underlined resilience and adaptability of the Mytheresa business model despite significant challenging macro-economic conditions BUSINESS OUTLOOK For the full fiscal year ending June 30, 2023, we confirm our previous guidance at the lower end of the given range for top and bottom line: · GMV in the range of €865 to €910 million, representing 16% to",1,1,1,0,0,0,0,1,79.5,,,,,
Fresenius Medical Care AG & Co. KGaA,"FMS, FMCQF",1333141.0,FWP,2023-04-19,https://sec.gov/Archives/edgar/data/0001333141/000110465923047052/tm2313156d1_fwp.htm,,"oard Capital Markets Day April 2023 Page 6 CEO Global Medical Office Care Delivery Care Enable-ment Market leader with products serving around half of the world’s dialysis patients Largest dialysis services network globally Around 345,000 dialysis patients >4,100 dialysis centers #1 value-based renal care in the U.S. Market leader with >50% of HHD patients in the U.S. #1 in-center HD machines #1 HHD machines #2 PD machines Products in 153 countries Note: HD = hemodialysis; HHD = home hemodialysis; PD = peritoneal dialysis We are the leading kidney care company globally Global Global Global 71 Net promoter score Capital Markets Day April 2023 Page 7 Our vision Creating a future worth living. For patients. Worldwide.",1,0,0,0,0,0,0,1,71.0,,,,,
MYT Netherlands Parent B.V.,MYTE,1831907.0,EX-99.2,2024-02-15,https://sec.gov/Archives/edgar/data/0001831907/000110465924024290/tm246085d1_ex99-2.htm,,"(NYSE: MYTE) (“Mytheresa” or the “Company”), the parent company of Mytheresa Group GmbH, today announced financial results for its second quarter fiscal year 2024 ended December 31, 2023. The luxury multi-brand digital platform reported solid financials posting positive growth and profitability clearly outperforming a consolidating market. Mytheresa’s second quarter highlights include a strong double-digit revenue growth in the United States, double-digit global Top Customer growth, highly impactful Top Customer events around the globe and excellent service performance resulting in a customer NPS over 80%. Michael Kliger, Chief Executive Officer of Mytheresa , said, “We are pleased with our results in a challenging macro environment. With positive revenue growth and positive adjusted EBITDA in the second quarter, we not only surpassed market expectations but also outperformed almost all competitors.",1,0,0,0,0,0,0,1,,,80.0,,,
"LifeStance Health Group, Inc.",,,,,https://sec.gov/Archives/edgar/data/0001845257/000095017021001270/lfst-20210811ex99_2.htm,,"Stance by affiliates of TPG Global, LLC (the “TPG Acquisition”), which were not significant. Earnings from April 13 to May 14 were reflected in the Predecessor 2020 Period. Revenue of $160.5 million increased $76.5 million or 91%2 year over year Total clinicians of 3,975 up 94% year over year, including 674 net clinician adds in the second quarter Adjusted EBITDA1 of $14.5 million increased $4.1 million or 39%2 year over year Strong balance sheet with a cash position of $276 million Established the LifeStance Health Foundation with initial endowment of $10 million Q2 Overview Company Snapshot NPS defined as “Net Promoter Score” refers to a measure of patient satisfaction widely used in the behavioral health care industry, calculated based on responses to patient surveys administered following a patient’s appointment from January 14, 2021 through March 31, 2021 As of December 31, 2020, measured on an annual basis. Adjusted EBITDA is a non-GAAP financial measures. See “Appendix” for reconciliation to net income (loss).",0,0,0,0,0,0,1,0,,,,,,
"UPBOUND GROUP, INC.",UPBD,933036.0,EX-99.1,2024-07-23,https://sec.gov/Archives/edgar/data/0000933036/000110465924081581/tm2419929d1_ex99-1.htm,,"Acima filed this action reluctantly, ultimately concluding the CFPB was not prepared to settle with Acima on acceptable terms after its long-standing cooperation. Efforts to negotiate a resolution in good faith were met with the CFPB’s threat of imminent commencement of litigation, refusal to meet with Acima in person to discuss a potential resolution, and what Acima believes are unsupportable demands. Acima maintains an A+ rating with the Better Business Bureau and has a strong net promoter score of 70 for returning customers, demonstrating the value, simplicity and importance of Acima’s lease-to-own solutions to improve their quality of life. “We are committed to full compliance with the laws of the many states in which we operate and will vigorously defend ourselves against the CFPB’s regulatory overreach,” said Mitchell Fadel, Chief Executive Officer of Upbound. “For more than 50 years, we have provided millions of customers with the opportunity to access quality brand-name products for their homes and families through flexible lease-to-own options, and we have done so while adheri",1,1,0,0,0,0,0,1,70.0,,,,,
MYT Netherlands Parent B.V.,MYTE,1831907.0,EX-99.1,2024-09-12,https://sec.gov/Archives/edgar/data/0001831907/000110465924099139/tm2422341d2_ex99-1.htm,,"gin in H2 FY24 · Double-digit Net Sales Growth in H2 of FY24 with +14% and +10% for Q4 FY24 compared to prior year periods · Continued US Market Growth with +25% in full FY24 and Net Sales share of the US further expanding to 20% · Exceptional Customer Economics through strong increase in average GMV per Top Customers by +4.6% as well as continued growth of Top Customer base with +3.4% in Q4 FY24 · Significantly Increased Profitability levels in H2 of FY24 with adjusted EBITDA margin of 4.3% vs. 1.7% in H1 of FY24 and vs. 2.3% in H2 of FY23 · Strong Customer Satisfaction with industry-leading Net Promoter Score of 83.0% in Q4 of FY24 · Strong Increase of Average Order Value (AOV) to a new record of €703 in full FY24 MUNICH, Germany (September 12 , 2024) – MYT Netherlands Parent B.V. (NYSE: MYTE) (“Mytheresa” or the “Company”) today announced financial results for its fourth quarter and full fiscal year 2024 ended June 30, 2024. The luxury multi-brand digital platform reported strong financial performance for the fourth quarter, driving significant improvement in the second-half year, delivering double-digit revenue growth and almost doubling of adjusted profitability despite ongoing uncertainties in",1,1,1,0,0,0,0,1,83.0,,,,,
D-MARKET Electronic Services & Trading,HEPS,1850235.0,EX-99.1,2024-09-20,https://sec.gov/Archives/edgar/data/0001850235/000110465924101712/tm2424226d1_ex99-1.htm,,"· Throughout 2023, Hepsiburada sustained partnerships with animal welfare organizations, providing crucial food, medical supplies, shelter, and logistics support to animals in need. · We continued our efforts to ensure women play a more active role in leadership positions, and we increased the female manager ratio to 36% in 2023. · According to the “E-Commerce NPS (Net Promoter Score) Research” conducted by the independent research institution FutureBright, Hepsiburada was once again recognized as Türkiye’s “Most Recommended E-Commerce Brand” in 2023. On the date of this press release, Hepsiburada’s 2023 Sustainability Report has been furnished with the U.S. Securities and Exchange Commission on Form 6-K.",0,1,1,0,0,0,0,0,,,,,,
"CRACKER BARREL OLD COUNTRY STORE, INC",CBRL,1067294.0,DEFA14A,2024-10-29,https://sec.gov/Archives/edgar/data/0001067294/000110465924112255/tm2423783d12_defa14a.htm,,"at 626 in 2018, far short of the goal of 1,000 units • By 2021, Steak ‘n Shake was bailed out by Biglari Holdings, which paid $153M to creditors • Facing ongoing losses, Biglari continued to cut costs by eliminating servers and investing $50M in self-service kiosks, which have been criticized by many in Steak ‘n Shake’s loyal customer base • Biglari continues to close company-owned Steak ‘n Shake units and transition others to franchised units in a bid to return to profitability. The shift away from Steak ‘n Shake’s original brand identity as a service business has led to significantly lower net promoter scores and negative online reviews from alienated customers. • Since 2018, average unit volumes have fallen by about 10%, system sales have fallen by 9.0% annually, revenue has fallen by 20.6%1 and total restaurants in the system have dropped by 144 When Sardar Biglari took control of Steak ‘n Shake, he put this full-size photo in every restaurant Source: Biglari Holdings Annual Reports from 2018 to 2021 and Technomic report. 1.",0,0,0,0,0,0,0,0,,,,,,
Longview Acquisition Corp.,"BFLY, BFLY-WT",1804176.0,CORRESP,2021-01-05,https://sec.gov/Archives/edgar/data/0001804176/000110465921001189/filename1.htm,,"1 have been revised to more clearly discuss the terms of the Amended Forward Purchase Agreement, including by providing illustrative examples of the number of Forward Purchase Shares to be purchased and the purchase price of such Forward Purchase Shares based on different percentages of public shares redeemed. Business of New Butterfly, page 173 9. We note your disclosure that you have a strong net promoter score (NPS) of 72. Please explain what the NPS measures and how it is calculated. Please put this number into perspective for investors and discuss why you view an NPS score of 72 as a positive indicator.",1,0,0,0,0,0,0,1,72.0,,,,,
"eXp World Holdings, Inc.",EXPI,1495932.0,EX-99.1,2025-11-06,https://sec.gov/Archives/edgar/data/0001495932/000110465925107707/expi-20251106xex99d1.htm,,"● The Company paid a cash dividend for the third quarter of 2025 of $0.05 per share of common stock on August 29, 2025. On October 25, 2025, the Company’s Board of Directors declared a cash dividend of $0.05 per share of common stock for the fourth quarter of 2025, expected to be paid on December 1, 2025 to stockholders of record on November 17, 2025. Third Quarter 2025 Operational Highlights as Compared to the Same Year-Ago Period: ● eXp ended the third quarter of 2025 with a global agent Net Promoter Score (“aNPS”) of 75, down from 76 in the prior-year period. aNPS is a measure of agent satisfaction and an important key performance indicator given the Company’s intense focus on improving the agent experience. ● Agents and brokers on the eXp Realty platform decreased (2)% to 83,446 as of September 30, 2025.",1,0,0,0,0,0,0,1,75.0,,,,,
"eXp World Holdings, Inc.",EXPI,1495932.0,EX-99.1,2026-02-24,https://sec.gov/Archives/edgar/data/0001495932/000110465926019101/expi-20260224xex99d1.htm,,"● The Company paid a cash dividend for the fourth quarter of 2025 of $0.05 per share of common stock on December 1, 2025. On February 10, 2026, the Company’s Board of Directors declared a cash dividend of $0.05 per share of common stock for the first quarter of 2026, expected to be paid on March 27, 2026 to stockholders of record on March 9, 2026. Fourth Quarter and Full-Year 2025 Operational Highlights as Compared to the Same Year-Ago Period: ● eXp ended the fourth quarter of 2025 with a global agent Net Promoter Score (“aNPS”) of 75, down from 76 in the prior-year period. aNPS is a measure of agent satisfaction and an important key performance indicator given the Company’s intense focus on improving the agent experience. ● Agents and brokers on the eXp Realty platform were 83,060 as of December 31, 2025.",1,0,0,0,0,0,0,1,75.0,,,,,
